Identifier,title,title_alternative,date,Publish note,Publisher,Place of publication,Abstract,Extent,subject,subject_URI,subject2,subject2_URI,form,form_URI,typeOfResource,language,rights,rights_URI,Call number,Handbook/Schedule
UThandbook_1965-66,"Student handbook, University of Tennesee, 1965",Hill topics: Your UT student handbook,1965,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,100,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1966-67,"Student handbook, University of Tennesee, 1966",Hill topics,1966,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,100,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1967-68,"Student handbook, University of Tennesee, 1967",Hill topics,1967,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,100,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1968-69,"Student handbook, University of Tennesee, 1968",Hill topics,1968,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,68,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1969-70,"Student handbook, University of Tennesee, 1969",Hill topics,1969,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,84,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1970-71-no1,"Student regulations handbook, University of Tennesee, 1970",Hill topics: Academic information and pertinent regulations,1970,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,32,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1970-71-no3,"Student rights handbook, University of Tennesee, 1970",Hill topics: Rights and responsibilities,1970,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,56,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1971-72-no1,"Student regulations handbook, University of Tennesee, 1971",Hill topics: Academic information and pertinent regulations,1971,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,32,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1971-72-no2,"Student activities handbook, University of Tennesee, 1971",Hill topics: Student activities,1971,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,56,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1971-72-no3,"Student rights handbook, University of Tennesee, 1971",Hill topics: Rights and responsibilities,1971,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,54,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1972-73,"Student handbook, University of Tennesee, 1972",Hill topics: a student handbook,1972,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,82,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1973-74,"Student handbook, University of Tennesee, 1973",Hill topics: a student handbook,1973,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,83,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1974-75,"Student handbook, University of Tennesee, 1974",Hill topics: a student handbook,1974,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,76,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1975-76,"Student handbook, University of Tennesee, 1975",Hill topics: a student handbook,1975,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,84,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1976-77,"Student handbook, University of Tennesee, 1976",Hill topics: a student handbook,1976,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,88,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1984-85,"Student handbook, University of Tennesee, 1984",Hill topics: a student handbook,1984,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,24,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1985-86,"Student handbook, University of Tennesee, 1985",Hill topics: a student handbook,1985,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,28,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1986-87,"Student handbook, University of Tennesee, 1986",Hill topics: a student handbook,1986,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,28,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1987-88,"Student handbook, University of Tennesee, 1987",Hill topics: a student handbook,1987,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,28,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1988-89,"Student handbook, University of Tennesee, 1988",Hill topics: a student handbook,1988,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,28,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1989-90,"Student handbook, University of Tennesee, 1989",Hill topics: a student handbook,1989,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,28,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1990-91,"Student handbook, University of Tennesee, 1990",Hill topics: a student handbook,1990,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,68,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1991-92,"Student handbook, University of Tennesee, 1991",Hill topics: a student handbook,1991,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,68,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1992-93,"Student handbook, University of Tennesee, 1992",Hill topics: a student handbook,1992,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,68,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1993-94,"Student handbook, University of Tennesee, 1993",Hill topics: a student handbook,1993,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,68,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1994-95,"Student handbook, University of Tennesee, 1994",Hill topics: a student handbook,1994,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,68,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1995-96,"Student handbook, University of Tennesee, 1995",Hill topics: a student handbook,1995,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,68,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1996-97,"Student handbook, University of Tennesee, 1996",Hill topics: a student handbook,1996,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,76,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_1998-99,"Student handbook, University of Tennesee, 1998",Hill topics: a student handbook,1998,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,76,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120682,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_2001-2002,"Student handbook, University of Tennesee, 2001",Hill topics: a student handbook,2001,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,76,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120748,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_2002-2003,"Student handbook, University of Tennesee, 2002",Hill topics: a student handbook,2002,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,76,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120749,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_2004-2005,"Student handbook, University of Tennesee, 2004",Hill topics: a student handbook,2004,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,96,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120750,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_2005-2006,"Student handbook, University of Tennesee, 2005",Hill topics: a student handbook,2005,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,96,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120751,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_2007-2008,"Student handbook, University of Tennesee, 2007",Hill topics: a student handbook,2007,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,96,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120752,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_2008-2009,"Student handbook, University of Tennesee, 2008",Hill topics: a student handbook,2008,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,96,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120753,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_2010-2011,"Student handbook, University of Tennesee, 2010",Hill topics: a student handbook,2010,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,100,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120754,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_2012-2013,"Student handbook, University of Tennesee, 2012",Hill topics: a student handbook,2012,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,100,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120755,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!
UThandbook_2013-2014,"Student handbook, University of Tennesee, 2013",Hill topics: a student handbook,2013,University of Tennessee,University of Tennessee,,Students' handbook to help acquaint students with the customs and traditions of the university.,92,College students,http://id.loc.gov/authorities/subjects/sh85028356,"College student orientation--Handbooks, manuals, etc.",http://id.loc.gov/authorities/subjects/sh2009120756,handbooks,http://vocab.getty.edu/aat/300311807,text,English,No Copyright – United States,http://rightsstatements.org/vocab/NoC-US/1.0/,LD5298.3 .S8,#REF!